player,minutes,team,match,date
O. Vlachodimos,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
A. Bah,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
António Silva,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
N. Otamendi,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Álex Grimaldo,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Florentino,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
E. Fernández,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
João Mário,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Rafa,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
F. Aursnes,65,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Gonçalo Ramos,90,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
David Neres,25,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Chiquinho,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
J. Draxler,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
P. Musa,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Gil Dias,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Lucas Veríssimo,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
João Neves,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Helton Leite,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Morato,0,Benfica,Regular Season - 16,2023-01-15T18:00:00+00:00
Adán,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Gonçalo Inácio,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
S. Coates,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Matheus Reis,67,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Pedro Porro,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Pote,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
M. Ugarte,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Nuno Santos,90,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
M. Edwards,78,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Trincão,89,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Paulinho,78,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
J. St. Juste,23,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Arthur Gomes,12,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Youssef Chermiti,12,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Jovane Cabral,1,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
F. Israel,0,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
M. Tanlongo,0,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
José Marsà,0,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Ricardo Esgaio,0,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Mateus Fernandes,0,Sporting CP,Regular Season - 16,2023-01-15T18:00:00+00:00
Paulo Vítor,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
João Correia,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
S. Vitória,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Nélson Monte,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Bruno Langa,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
João Teixeira,90,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Kevin Pina,46,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
João Mendes,67,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Bernardo Sousa,67,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Héctor Hernández,87,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Batxi,87,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Guima,44,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Hélder Morim,23,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Juninho,23,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Patrick,3,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Jonathan Arriba,3,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
João Queirós,0,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Gonçalo Filipe,0,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
Euller,0,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
H. Sylla,0,Chaves,Regular Season - 3,2022-08-20T17:00:00+00:00
F. Buntić,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Tomás Silva,85,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Bruno Wilson,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Anderson,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Kiki,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Diego Rosa,64,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Raphael Guzzo,64,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Samú,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
K. Zohi,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Kiko Bondoso,90,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Nuno Moreira,64,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
A. Sarmiento,26,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
A. Méndez,26,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Claudemir,26,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Carlos Muñoz,5,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
A. Alvarado,0,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Osama Rashid,0,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
F. Cann,0,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Luiz Felipe,0,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Ivanildo Fernandes,0,Vizela,Regular Season - 3,2022-08-20T17:00:00+00:00
Jhonatan,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
R. Pantalon,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Josué Sá,73,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Patrick William,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Costinha,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
A. Samaris,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Guga,90,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Fábio Ronaldo,80,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Miguel Baeza,65,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
E. Boateng,73,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
L. Ruiz,66,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Hernâni,25,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
André Pereira,24,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
João Graça,17,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Miguel Nóbrega,17,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Paulo Vitor,10,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Magrão,0,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Ukra,0,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Sávio,0,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Bruno Ventura,0,Rio Ave,Regular Season - 19,2023-02-05T00:00:00+00:00
Adán,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
J. St. Juste,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Gonçalo Inácio,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Matheus Reis,88,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Ricardo Esgaio,75,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
H. Morita,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
M. Ugarte,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Nuno Santos,55,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
M. Edwards,55,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Pote,87,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Youssef Chermiti,90,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Arthur Gomes,35,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Trincão,35,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Jovane Cabral,15,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Héctor Bellerín,3,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
O. Diomande,2,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
M. Tanlongo,0,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Rochinha,0,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
F. Israel,0,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Luís Neto,0,Sporting CP,Regular Season - 19,2023-02-05T00:00:00+00:00
Paulo Vítor,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Nélson Monte,46,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Carlos Ponck,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
S. Vitória,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Bruno Langa,46,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Guima,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Teixeira,65,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Correia,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Mendes,65,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Bernardo Sousa,90,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Héctor Hernández,76,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Sandro Cruz,44,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
I. Abass,44,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Pedro,25,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
N. Obiora,25,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Guilherme,14,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
Rodrigo Moura,0,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
S. Sarr,0,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Queirós,0,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
L. Singh,0,Chaves,Regular Season - 34,2023-05-28T00:00:00+00:00
João Gonçalves,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Pedro Malheiro,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
R. Cannon,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
V. Sasso,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
S. Onyemaechi,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
S. Pérez,71,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Salvador Agra,85,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
I. Camará,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
G. Makouta,90,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Ricardo Mangas,72,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
R. Boženík,85,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Joel da Silva,19,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
M. Watai,18,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Berna,5,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Machado,5,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Martim Tavares,0,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Robson Reis,0,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
I. Vukotić,0,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Filipe Ferreira,0,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
César,0,Boavista,Regular Season - 34,2023-05-28T00:00:00+00:00
Jhonatan,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Josué Sá,72,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Aderllan Santos,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Patrick William,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Costinha,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
A. Samaris,46,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Guga,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Paulo Vitor,60,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Miguel Baeza,59,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
E. Boateng,90,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
L. Ruiz,46,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
A. Yakubu,44,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
João Graça,44,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Hernâni,31,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Fábio Ronaldo,30,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
André Pereira,18,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
A. Oudrhiri,0,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Magrão,0,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Miguel Nóbrega,0,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Vitor Gomes,0,Rio Ave,Regular Season - 16,2023-01-14T18:00:00+00:00
Marafona,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
J. Delgado,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Nuno Lima,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Maracás,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Antunes,67,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Luíz Carlos,67,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Rui Pires,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
N. Thomas,73,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Matchoi Djaló,88,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Zé Uilton,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Alexandre Guedes,90,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Luís Bastos,23,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
B. Toma,23,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
N. Gaitán,17,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
E. Ferigra,2,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Jorge Silva,0,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
I. Vekič,0,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Arthur Sales,0,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Adrián Butzke,0,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Mauro Couto,0,Pacos Ferreira,Regular Season - 16,2023-01-14T18:00:00+00:00
Luíz Júnior,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Alexandre Penetra,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Riccieli,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
E. Mihaj,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Francisco Moura,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Z. Youssouf,81,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
S. Colombatto,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Leandro Sanca,46,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Ivo Rodrigues,81,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Iván Jaime,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
J. Cádiz,90,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
A. Dobre,44,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Rui Fonte,9,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
David Tavares,9,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
I. Zlobin,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Martín Aguirregabiria,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Pablo,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Rúben Lima,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Gustavo Sá,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Gustavo Assunção,0,Famalicao,Regular Season - 17,2023-01-22T20:30:00+00:00
Jhonatan,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Josué Sá,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Aderllan Santos,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Patrick William,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
A. Oudrhiri,59,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Costinha,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
João Graça,68,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Guga,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Fábio Ronaldo,74,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
A. Yakubu,90,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
André Pereira,75,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
A. Samaris,31,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Hernâni,22,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Paulo Vitor,16,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
L. Ruiz,15,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Miguel Baeza,0,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Vitor Gomes,0,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
E. Boateng,0,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
R. Pantalon,0,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Magrão,0,Rio Ave,Regular Season - 17,2023-01-22T20:30:00+00:00
Marafona,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
J. Delgado,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Nuno Lima,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Maracás,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Antunes,87,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Rui Pires,46,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
J. Holsgrove,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Paulo Bernardo,90,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
N. Gaitán,79,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Adrián Butzke,76,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
N. Thomas,79,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Luíz Carlos,44,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Fábio Gomes,14,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Hernâni Infande,11,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Zé Uilton,11,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Jorge Silva,3,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
E. Ferigra,0,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
I. Vekič,0,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Alexandre Guedes,0,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Tiago Ribeiro,0,Pacos Ferreira,Regular Season - 24,2023-03-12T00:00:00+00:00
Gabriel Batista,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Nanú,73,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Ygor Nogueira,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Adriano,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Paulo Henrique,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
MT,73,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Allano,82,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
K. Misao,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Bruno Jordão,61,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Rildo,61,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
W. González,90,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Gabriel Silva,29,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Victor Bobsin,29,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Bruno Almeida,17,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Diogo Calila,17,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Matheus Babi,8,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
M. Díaz,0,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Ítalo,0,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Costinha,0,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
K. Tagawa,0,Santa Clara,Regular Season - 24,2023-03-12T00:00:00+00:00
Bruno Varela,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
M. Tounkara,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
André Amaro,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
M. Villanueva,46,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Zé Carlos,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Dani Silva,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
André André,16,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Hélder Sá,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Rúben Lameiras,90,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
M. Johnston,58,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
André Silva,58,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Tiago Silva,74,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
N. Janvier,44,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Anderson Silva,32,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Jota Silva,32,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Matheus Índio,7,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Bruno Gaspar,0,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Celton Biai,0,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
R. Ogawa,0,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Alisson Safira,0,Guimaraes,Regular Season - 13,2022-11-13T15:30:00+00:00
Miguel Silva,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Matheus Costa,81,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Zainadine Júnior,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Léo Andrade,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Cláudio Winck,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Diogo Mendes,81,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
João Afonso,75,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Vítor Costa,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Bruno Xadas,66,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
André Vidigal,90,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
C. Ramírez,66,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
J. Soñora,24,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
J. Tagueu,24,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Rafael Brito,15,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Edgar Costa,9,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Pablo Moreno,9,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Gonçalo Cardoso,0,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Vitor Eudes,0,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
L. Vega,0,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
Paulinho,0,Maritimo,Regular Season - 13,2022-11-13T15:30:00+00:00
O. Vlachodimos,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
A. Bah,82,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
António Silva,88,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
N. Otamendi,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
Álex Grimaldo,82,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
F. Aursnes,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
E. Fernández,68,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
David Neres,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
Rafa,68,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
João Mário,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
Gonçalo Ramos,90,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
J. Draxler,22,Benfica,Regular Season - 7,2022-09-18T17:00:00+00:00
