Player,deciles,variable,type_variable
Danilo,34,Shots per 90,Positioning
Danilo,36,shots,Finishing
Danilo,90,Progressive passes per 90,Buildup
Danilo,65,Sliding tackles per 90,Defense
Danilo,86,Passes per 90,Buildup
Danilo,15,Fouls suffered per 90,Chance creation
Danilo,23,Dribbles per 90,Chance creation
Danilo,21,Successful_dribbles,Chance creation
Danilo,21,Penalties taken,Finishing
Danilo,21,Penalties_won,Finishing
Igor,5,xG per 90,Finishing
Igor,23,xA per 90,Buildup
Igor,21,Touches in box per 90,Chance creation
Igor,71,Progressive runs per 90,Buildup
Igor,17,Back passes per 90,Positioning
Igor,95,Lateral passes per 90,Positioning
Igor,67,"Average long pass length, m",Buildup
Igor,8,Key passes per 90,Buildup
Igor,10,Shots per 90,Positioning
Igor,3,shots,Finishing
Igor,58,Progressive passes per 90,Buildup
Igor,63,Sliding tackles per 90,Defense
Igor,85,Passes per 90,Buildup
Igor,25,Fouls suffered per 90,Chance creation
Igor,17,Dribbles per 90,Chance creation
Igor,11,Successful_dribbles,Chance creation
Igor,21,Penalties taken,Finishing
Igor,21,Penalties_won,Finishing
Rodrigo Becão,39,xG per 90,Finishing
Rodrigo Becão,23,xA per 90,Buildup
Rodrigo Becão,52,Touches in box per 90,Chance creation
Rodrigo Becão,27,Progressive runs per 90,Buildup
Rodrigo Becão,20,Back passes per 90,Positioning
Rodrigo Becão,60,Lateral passes per 90,Positioning
Rodrigo Becão,84,"Average long pass length, m",Buildup
Rodrigo Becão,14,Key passes per 90,Buildup
Rodrigo Becão,32,Shots per 90,Positioning
Rodrigo Becão,27,shots,Finishing
Rodrigo Becão,66,Progressive passes per 90,Buildup
Rodrigo Becão,54,Sliding tackles per 90,Defense
Rodrigo Becão,57,Passes per 90,Buildup
Rodrigo Becão,48,Fouls suffered per 90,Chance creation
Rodrigo Becão,13,Dribbles per 90,Chance creation
Rodrigo Becão,12,Successful_dribbles,Chance creation
Rodrigo Becão,21,Penalties taken,Finishing
Rodrigo Becão,21,Penalties_won,Finishing
J. Bijol,45,xG per 90,Finishing
J. Bijol,30,xA per 90,Buildup
J. Bijol,46,Touches in box per 90,Chance creation
J. Bijol,4,Progressive runs per 90,Buildup
J. Bijol,12,Back passes per 90,Positioning
J. Bijol,83,Lateral passes per 90,Positioning
J. Bijol,98,"Average long pass length, m",Buildup
J. Bijol,32,Key passes per 90,Buildup
J. Bijol,31,Shots per 90,Positioning
J. Bijol,22,shots,Finishing
J. Bijol,62,Progressive passes per 90,Buildup
J. Bijol,54,Sliding tackles per 90,Defense
J. Bijol,64,Passes per 90,Buildup
J. Bijol,3,Fouls suffered per 90,Chance creation
J. Bijol,3,Dribbles per 90,Chance creation
J. Bijol,5,Successful_dribbles,Chance creation
J. Bijol,21,Penalties taken,Finishing
J. Bijol,21,Penalties_won,Finishing
S. de Vrij,68,xG per 90,Finishing
S. de Vrij,23,xA per 90,Buildup
S. de Vrij,33,Touches in box per 90,Chance creation
S. de Vrij,22,Progressive runs per 90,Buildup
S. de Vrij,20,Back passes per 90,Positioning
S. de Vrij,96,Lateral passes per 90,Positioning
S. de Vrij,56,"Average long pass length, m",Buildup
S. de Vrij,16,Key passes per 90,Buildup
S. de Vrij,38,Shots per 90,Positioning
S. de Vrij,27,shots,Finishing
S. de Vrij,44,Progressive passes per 90,Buildup
S. de Vrij,9,Sliding tackles per 90,Defense
S. de Vrij,86,Passes per 90,Buildup
S. de Vrij,12,Fouls suffered per 90,Chance creation
S. de Vrij,15,Dribbles per 90,Chance creation
S. de Vrij,17,Successful_dribbles,Chance creation
S. de Vrij,21,Penalties taken,Finishing
S. de Vrij,21,Penalties_won,Finishing
L. Martínez Quarta,67,xG per 90,Finishing
L. Martínez Quarta,16,xA per 90,Buildup
L. Martínez Quarta,53,Touches in box per 90,Chance creation
L. Martínez Quarta,47,Progressive runs per 90,Buildup
L. Martínez Quarta,26,Back passes per 90,Positioning
L. Martínez Quarta,93,Lateral passes per 90,Positioning
L. Martínez Quarta,97,"Average long pass length, m",Buildup
L. Martínez Quarta,14,Key passes per 90,Buildup
L. Martínez Quarta,53,Shots per 90,Positioning
L. Martínez Quarta,38,shots,Finishing
L. Martínez Quarta,96,Progressive passes per 90,Buildup
L. Martínez Quarta,81,Sliding tackles per 90,Defense
L. Martínez Quarta,91,Passes per 90,Buildup
L. Martínez Quarta,53,Fouls suffered per 90,Chance creation
L. Martínez Quarta,21,Dribbles per 90,Chance creation
L. Martínez Quarta,15,Successful_dribbles,Chance creation
L. Martínez Quarta,21,Penalties taken,Finishing
L. Martínez Quarta,21,Penalties_won,Finishing
S. Posch,60,xG per 90,Finishing
S. Posch,53,xA per 90,Buildup
S. Posch,51,Touches in box per 90,Chance creation
S. Posch,48,Progressive runs per 90,Buildup
S. Posch,46,Back passes per 90,Positioning
S. Posch,62,Lateral passes per 90,Positioning
S. Posch,86,"Average long pass length, m",Buildup
S. Posch,65,Key passes per 90,Buildup
S. Posch,49,Shots per 90,Positioning
S. Posch,42,shots,Finishing
S. Posch,100,Progressive passes per 90,Buildup
S. Posch,65,Sliding tackles per 90,Defense
S. Posch,84,Passes per 90,Buildup
S. Posch,48,Fouls suffered per 90,Chance creation
S. Posch,42,Dribbles per 90,Chance creation
S. Posch,44,Successful_dribbles,Chance creation
S. Posch,21,Penalties taken,Finishing
S. Posch,21,Penalties_won,Finishing
C. Okoli,45,xG per 90,Finishing
C. Okoli,9,xA per 90,Buildup
C. Okoli,28,Touches in box per 90,Chance creation
C. Okoli,11,Progressive runs per 90,Buildup
C. Okoli,1,Back passes per 90,Positioning
C. Okoli,62,Lateral passes per 90,Positioning
C. Okoli,53,"Average long pass length, m",Buildup
C. Okoli,8,Key passes per 90,Buildup
C. Okoli,31,Shots per 90,Positioning
C. Okoli,24,shots,Finishing
C. Okoli,59,Progressive passes per 90,Buildup
C. Okoli,49,Sliding tackles per 90,Defense
C. Okoli,49,Passes per 90,Buildup
C. Okoli,31,Fouls suffered per 90,Chance creation
C. Okoli,8,Dribbles per 90,Chance creation
C. Okoli,8,Successful_dribbles,Chance creation
C. Okoli,21,Penalties taken,Finishing
C. Okoli,21,Penalties_won,Finishing
E. Ampadu,39,xG per 90,Finishing
E. Ampadu,16,xA per 90,Buildup
E. Ampadu,22,Touches in box per 90,Chance creation
E. Ampadu,38,Progressive runs per 90,Buildup
E. Ampadu,24,Back passes per 90,Positioning
E. Ampadu,85,Lateral passes per 90,Positioning
E. Ampadu,94,"Average long pass length, m",Buildup
E. Ampadu,28,Key passes per 90,Buildup
E. Ampadu,29,Shots per 90,Positioning
E. Ampadu,24,shots,Finishing
E. Ampadu,93,Progressive passes per 90,Buildup
E. Ampadu,55,Sliding tackles per 90,Defense
E. Ampadu,82,Passes per 90,Buildup
E. Ampadu,30,Fouls suffered per 90,Chance creation
E. Ampadu,21,Dribbles per 90,Chance creation
E. Ampadu,31,Successful_dribbles,Chance creation
E. Ampadu,21,Penalties taken,Finishing
E. Ampadu,22,Penalties_won,Finishing
J. Lucumí,19,xG per 90,Finishing
J. Lucumí,16,xA per 90,Buildup
J. Lucumí,14,Touches in box per 90,Chance creation
J. Lucumí,56,Progressive runs per 90,Buildup
J. Lucumí,12,Back passes per 90,Positioning
J. Lucumí,93,Lateral passes per 90,Positioning
J. Lucumí,91,"Average long pass length, m",Buildup
J. Lucumí,20,Key passes per 90,Buildup
J. Lucumí,12,Shots per 90,Positioning
J. Lucumí,14,shots,Finishing
J. Lucumí,66,Progressive passes per 90,Buildup
J. Lucumí,70,Sliding tackles per 90,Defense
J. Lucumí,88,Passes per 90,Buildup
J. Lucumí,22,Fouls suffered per 90,Chance creation
J. Lucumí,11,Dribbles per 90,Chance creation
J. Lucumí,10,Successful_dribbles,Chance creation
J. Lucumí,21,Penalties taken,Finishing
J. Lucumí,22,Penalties_won,Finishing
F. Daniliuc,33,xG per 90,Finishing
F. Daniliuc,16,xA per 90,Buildup
F. Daniliuc,26,Touches in box per 90,Chance creation
F. Daniliuc,18,Progressive runs per 90,Buildup
F. Daniliuc,14,Back passes per 90,Positioning
F. Daniliuc,76,Lateral passes per 90,Positioning
F. Daniliuc,77,"Average long pass length, m",Buildup
F. Daniliuc,14,Key passes per 90,Buildup
F. Daniliuc,20,Shots per 90,Positioning
F. Daniliuc,19,shots,Finishing
F. Daniliuc,51,Progressive passes per 90,Buildup
F. Daniliuc,76,Sliding tackles per 90,Defense
F. Daniliuc,64,Passes per 90,Buildup
F. Daniliuc,2,Fouls suffered per 90,Chance creation
F. Daniliuc,13,Dribbles per 90,Chance creation
F. Daniliuc,19,Successful_dribbles,Chance creation
F. Daniliuc,21,Penalties taken,Finishing
F. Daniliuc,22,Penalties_won,Finishing
C. Smalling,34,xG per 90,Finishing
C. Smalling,23,xA per 90,Buildup
C. Smalling,37,Touches in box per 90,Chance creation
C. Smalling,4,Progressive runs per 90,Buildup
C. Smalling,3,Back passes per 90,Positioning
C. Smalling,85,Lateral passes per 90,Positioning
C. Smalling,57,"Average long pass length, m",Buildup
C. Smalling,26,Key passes per 90,Buildup
C. Smalling,27,Shots per 90,Positioning
C. Smalling,29,shots,Finishing
C. Smalling,31,Progressive passes per 90,Buildup
C. Smalling,33,Sliding tackles per 90,Defense
C. Smalling,51,Passes per 90,Buildup
C. Smalling,15,Fouls suffered per 90,Chance creation
C. Smalling,4,Dribbles per 90,Chance creation
C. Smalling,4,Successful_dribbles,Chance creation
C. Smalling,22,Penalties taken,Finishing
C. Smalling,22,Penalties_won,Finishing
N. Pérez,27,xG per 90,Finishing
N. Pérez,9,xA per 90,Buildup
N. Pérez,38,Touches in box per 90,Chance creation
N. Pérez,43,Progressive runs per 90,Buildup
N. Pérez,26,Back passes per 90,Positioning
N. Pérez,87,Lateral passes per 90,Positioning
N. Pérez,99,"Average long pass length, m",Buildup
N. Pérez,12,Key passes per 90,Buildup
N. Pérez,25,Shots per 90,Positioning
N. Pérez,19,shots,Finishing
N. Pérez,77,Progressive passes per 90,Buildup
N. Pérez,56,Sliding tackles per 90,Defense
N. Pérez,83,Passes per 90,Buildup
N. Pérez,8,Fouls suffered per 90,Chance creation
N. Pérez,15,Dribbles per 90,Chance creation
N. Pérez,15,Successful_dribbles,Chance creation
N. Pérez,22,Penalties taken,Finishing
N. Pérez,22,Penalties_won,Finishing
F. Baschirotto,39,xG per 90,Finishing
F. Baschirotto,9,xA per 90,Buildup
F. Baschirotto,30,Touches in box per 90,Chance creation
F. Baschirotto,7,Progressive runs per 90,Buildup
F. Baschirotto,9,Back passes per 90,Positioning
F. Baschirotto,58,Lateral passes per 90,Positioning
F. Baschirotto,88,"Average long pass length, m",Buildup
F. Baschirotto,18,Key passes per 90,Buildup
F. Baschirotto,26,Shots per 90,Positioning
F. Baschirotto,25,shots,Finishing
F. Baschirotto,75,Progressive passes per 90,Buildup
F. Baschirotto,52,Sliding tackles per 90,Defense
F. Baschirotto,41,Passes per 90,Buildup
F. Baschirotto,8,Fouls suffered per 90,Chance creation
F. Baschirotto,9,Dribbles per 90,Chance creation
F. Baschirotto,10,Successful_dribbles,Chance creation
F. Baschirotto,22,Penalties taken,Finishing
F. Baschirotto,22,Penalties_won,Finishing
Rafael Tolói,65,xG per 90,Finishing
Rafael Tolói,30,xA per 90,Buildup
Rafael Tolói,53,Touches in box per 90,Chance creation
Rafael Tolói,33,Progressive runs per 90,Buildup
Rafael Tolói,31,Back passes per 90,Positioning
Rafael Tolói,76,Lateral passes per 90,Positioning
Rafael Tolói,95,"Average long pass length, m",Buildup
Rafael Tolói,38,Key passes per 90,Buildup
Rafael Tolói,46,Shots per 90,Positioning
Rafael Tolói,37,shots,Finishing
Rafael Tolói,93,Progressive passes per 90,Buildup
Rafael Tolói,43,Sliding tackles per 90,Defense
Rafael Tolói,84,Passes per 90,Buildup
Rafael Tolói,27,Fouls suffered per 90,Chance creation
Rafael Tolói,22,Dribbles per 90,Chance creation
Rafael Tolói,24,Successful_dribbles,Chance creation
Rafael Tolói,22,Penalties taken,Finishing
Rafael Tolói,22,Penalties_won,Finishing
A. Buongiorno,60,xG per 90,Finishing
A. Buongiorno,23,xA per 90,Buildup
A. Buongiorno,40,Touches in box per 90,Chance creation
A. Buongiorno,16,Progressive runs per 90,Buildup
A. Buongiorno,27,Back passes per 90,Positioning
A. Buongiorno,86,Lateral passes per 90,Positioning
A. Buongiorno,63,"Average long pass length, m",Buildup
A. Buongiorno,20,Key passes per 90,Buildup
A. Buongiorno,33,Shots per 90,Positioning
A. Buongiorno,93,shots,Finishing
A. Buongiorno,51,Progressive passes per 90,Buildup
A. Buongiorno,33,Sliding tackles per 90,Defense
A. Buongiorno,82,Passes per 90,Buildup
A. Buongiorno,55,Fouls suffered per 90,Chance creation
A. Buongiorno,27,Dribbles per 90,Chance creation
A. Buongiorno,24,Successful_dribbles,Chance creation
A. Buongiorno,22,Penalties taken,Finishing
A. Buongiorno,22,Penalties_won,Finishing
Patric,1,xG per 90,Finishing
Patric,9,xA per 90,Buildup
Patric,1,Touches in box per 90,Chance creation
Patric,1,Progressive runs per 90,Buildup
Patric,46,Back passes per 90,Positioning
Patric,95,Lateral passes per 90,Positioning
Patric,86,"Average long pass length, m",Buildup
Patric,8,Key passes per 90,Buildup
Patric,1,Shots per 90,Positioning
Patric,3,shots,Finishing
Patric,59,Progressive passes per 90,Buildup
Patric,10,Sliding tackles per 90,Defense
Patric,92,Passes per 90,Buildup
Patric,8,Fouls suffered per 90,Chance creation
Patric,5,Dribbles per 90,Chance creation
Patric,3,Successful_dribbles,Chance creation
Patric,22,Penalties taken,Finishing
Patric,22,Penalties_won,Finishing
I. Hien,5,xG per 90,Finishing
I. Hien,9,xA per 90,Buildup
I. Hien,6,Touches in box per 90,Chance creation
I. Hien,18,Progressive runs per 90,Buildup
I. Hien,4,Back passes per 90,Positioning
I. Hien,56,Lateral passes per 90,Positioning
I. Hien,77,"Average long pass length, m",Buildup
I. Hien,8,Key passes per 90,Buildup
I. Hien,2,Shots per 90,Positioning
I. Hien,3,shots,Finishing
I. Hien,62,Progressive passes per 90,Buildup
I. Hien,26,Sliding tackles per 90,Defense
I. Hien,33,Passes per 90,Buildup
I. Hien,18,Fouls suffered per 90,Chance creation
I. Hien,34,Dribbles per 90,Chance creation
I. Hien,28,Successful_dribbles,Chance creation
I. Hien,22,Penalties taken,Finishing
I. Hien,22,Penalties_won,Finishing
M. Erlić,1,xG per 90,Finishing
M. Erlić,30,xA per 90,Buildup
M. Erlić,11,Touches in box per 90,Chance creation
M. Erlić,6,Progressive runs per 90,Buildup
M. Erlić,15,Back passes per 90,Positioning
M. Erlić,88,Lateral passes per 90,Positioning
M. Erlić,91,"Average long pass length, m",Buildup
M. Erlić,22,Key passes per 90,Buildup
M. Erlić,1,Shots per 90,Positioning
M. Erlić,3,shots,Finishing
M. Erlić,62,Progressive passes per 90,Buildup
M. Erlić,29,Sliding tackles per 90,Defense
M. Erlić,74,Passes per 90,Buildup
M. Erlić,22,Fouls suffered per 90,Chance creation
M. Erlić,6,Dribbles per 90,Chance creation
M. Erlić,4,Successful_dribbles,Chance creation
M. Erlić,22,Penalties taken,Finishing
M. Erlić,22,Penalties_won,Finishing
F. Gatti,39,xG per 90,Finishing
F. Gatti,36,xA per 90,Buildup
F. Gatti,40,Touches in box per 90,Chance creation
F. Gatti,35,Progressive runs per 90,Buildup
F. Gatti,18,Back passes per 90,Positioning
F. Gatti,91,Lateral passes per 90,Positioning
F. Gatti,71,"Average long pass length, m",Buildup
F. Gatti,22,Key passes per 90,Buildup
F. Gatti,38,Shots per 90,Positioning
F. Gatti,44,shots,Finishing
F. Gatti,87,Progressive passes per 90,Buildup
F. Gatti,51,Sliding tackles per 90,Defense
F. Gatti,88,Passes per 90,Buildup
F. Gatti,46,Fouls suffered per 90,Chance creation
F. Gatti,27,Dribbles per 90,Chance creation
F. Gatti,23,Successful_dribbles,Chance creation
F. Gatti,22,Penalties taken,Finishing
F. Gatti,22,Penalties_won,Finishing
G. Ferrari,34,xG per 90,Finishing
G. Ferrari,16,xA per 90,Buildup
G. Ferrari,15,Touches in box per 90,Chance creation
G. Ferrari,32,Progressive runs per 90,Buildup
G. Ferrari,3,Back passes per 90,Positioning
G. Ferrari,85,Lateral passes per 90,Positioning
G. Ferrari,62,"Average long pass length, m",Buildup
G. Ferrari,23,Key passes per 90,Buildup
G. Ferrari,14,Shots per 90,Positioning
G. Ferrari,37,shots,Finishing
G. Ferrari,64,Progressive passes per 90,Buildup
G. Ferrari,14,Sliding tackles per 90,Defense
G. Ferrari,70,Passes per 90,Buildup
G. Ferrari,63,Fouls suffered per 90,Chance creation
G. Ferrari,5,Dribbles per 90,Chance creation
G. Ferrari,3,Successful_dribbles,Chance creation
G. Ferrari,22,Penalties taken,Finishing
G. Ferrari,22,Penalties_won,Finishing
S. Kjær,1,xG per 90,Finishing
S. Kjær,9,xA per 90,Buildup
S. Kjær,1,Touches in box per 90,Chance creation
S. Kjær,3,Progressive runs per 90,Buildup
S. Kjær,21,Back passes per 90,Positioning
S. Kjær,96,Lateral passes per 90,Positioning
S. Kjær,94,"Average long pass length, m",Buildup
S. Kjær,8,Key passes per 90,Buildup
S. Kjær,1,Shots per 90,Positioning
S. Kjær,3,shots,Finishing
S. Kjær,82,Progressive passes per 90,Buildup
S. Kjær,31,Sliding tackles per 90,Defense
S. Kjær,90,Passes per 90,Buildup
S. Kjær,3,Fouls suffered per 90,Chance creation
S. Kjær,2,Dribbles per 90,Chance creation
S. Kjær,1,Successful_dribbles,Chance creation
S. Kjær,22,Penalties taken,Finishing
S. Kjær,22,Penalties_won,Finishing
Pablo Marí,19,xG per 90,Finishing
Pablo Marí,9,xA per 90,Buildup
Pablo Marí,13,Touches in box per 90,Chance creation
Pablo Marí,8,Progressive runs per 90,Buildup
Pablo Marí,2,Back passes per 90,Positioning
Pablo Marí,97,Lateral passes per 90,Positioning
Pablo Marí,91,"Average long pass length, m",Buildup
Pablo Marí,14,Key passes per 90,Buildup
Pablo Marí,12,Shots per 90,Positioning
Pablo Marí,18,shots,Finishing
Pablo Marí,66,Progressive passes per 90,Buildup
Pablo Marí,33,Sliding tackles per 90,Defense
Pablo Marí,85,Passes per 90,Buildup
Pablo Marí,5,Fouls suffered per 90,Chance creation
Pablo Marí,9,Dribbles per 90,Chance creation
Pablo Marí,11,Successful_dribbles,Chance creation
Pablo Marí,22,Penalties taken,Finishing
Pablo Marí,22,Penalties_won,Finishing
E. Ebosse,1,xG per 90,Finishing
E. Ebosse,9,xA per 90,Buildup
E. Ebosse,2,Touches in box per 90,Chance creation
E. Ebosse,33,Progressive runs per 90,Buildup
E. Ebosse,22,Back passes per 90,Positioning
E. Ebosse,72,Lateral passes per 90,Positioning
E. Ebosse,34,"Average long pass length, m",Buildup
E. Ebosse,8,Key passes per 90,Buildup
E. Ebosse,12,Shots per 90,Positioning
E. Ebosse,3,shots,Finishing
E. Ebosse,73,Progressive passes per 90,Buildup
E. Ebosse,1,Sliding tackles per 90,Defense
E. Ebosse,68,Passes per 90,Buildup
E. Ebosse,10,Fouls suffered per 90,Chance creation
E. Ebosse,27,Dribbles per 90,Chance creation
E. Ebosse,25,Successful_dribbles,Chance creation
E. Ebosse,22,Penalties taken,Finishing
E. Ebosse,22,Penalties_won,Finishing
K. Günter,34,xG per 90,Finishing
K. Günter,23,xA per 90,Buildup
K. Günter,43,Touches in box per 90,Chance creation
K. Günter,29,Progressive runs per 90,Buildup
K. Günter,4,Back passes per 90,Positioning
K. Günter,66,Lateral passes per 90,Positioning
K. Günter,90,"Average long pass length, m",Buildup
K. Günter,28,Key passes per 90,Buildup
K. Günter,32,Shots per 90,Positioning
K. Günter,71,shots,Finishing
K. Günter,67,Progressive passes per 90,Buildup
K. Günter,63,Sliding tackles per 90,Defense
